XX XXXXXXXXXXXXXXXX XXXXXXXXXXXXXXXX
00 0000000000101101 0000000000001111
01 0000000000101101 0000000000001111
10 0000000000101101 0000000000001111
11 0000000000101101 0000000000001111
00 0000000000101101 0000000000010000
01 0000000000101101 0000000000010000
10 0000000000101101 0000000000010000
11 0000000000101101 0000000000010000
00 0000000000101101 0000000000010001
01 0000000000101101 0000000000010001
10 0000000000101101 0000000000010001
11 0000000000101101 0000000000010001
00 0000000000101101 0000000000010010
01 0000000000101101 0000000000010010
10 0000000000101101 0000000000010010
11 0000000000101101 0000000000010010
00 0000000000101101 0000000000010011
01 0000000000101101 0000000000010011
10 0000000000101101 0000000000010011
11 0000000000101101 0000000000010011
00 0000000000101101 0000000000010100
01 0000000000101101 0000000000010100
10 0000000000101101 0000000000010100
11 0000000000101101 0000000000010100
00 0000000000101110 0000000000000000
01 0000000000101110 0000000000000000
10 0000000000101110 0000000000000000
11 0000000000101110 0000000000000000
00 0000000000101110 0000000000000001
01 0000000000101110 0000000000000001
10 0000000000101110 0000000000000001
11 0000000000101110 0000000000000001
00 0000000000101110 0000000000000010
01 0000000000101110 0000000000000010
10 0000000000101110 0000000000000010
11 0000000000101110 0000000000000010
00 0000000000101110 0000000000000011
01 0000000000101110 0000000000000011
10 0000000000101110 0000000000000011
11 0000000000101110 0000000000000011
00 0000000000101110 0000000000000100
01 0000000000101110 0000000000000100
10 0000000000101110 0000000000000100
11 0000000000101110 0000000000000100
00 0000000000101110 0000000000000101
01 0000000000101110 0000000000000101
10 0000000000101110 0000000000000101
11 0000000000101110 0000000000000101
00 0000000000101110 0000000000000110
01 0000000000101110 0000000000000110
10 0000000000101110 0000000000000110
11 0000000000101110 0000000000000110
00 0000000000101110 0000000000000111
01 0000000000101110 0000000000000111
10 0000000000101110 0000000000000111
11 0000000000101110 0000000000000111
00 0000000000101110 0000000000001000
01 0000000000101110 0000000000001000
10 0000000000101110 0000000000001000
11 0000000000101110 0000000000001000
00 0000000000101110 0000000000001001
01 0000000000101110 0000000000001001
10 0000000000101110 0000000000001001
11 0000000000101110 0000000000001001
00 0000000000101110 0000000000001010
01 0000000000101110 0000000000001010
10 0000000000101110 0000000000001010
11 0000000000101110 0000000000001010
00 0000000000101110 0000000000001011
01 0000000000101110 0000000000001011
10 0000000000101110 0000000000001011
11 0000000000101110 0000000000001011
00 0000000000101110 0000000000001100
01 0000000000101110 0000000000001100
10 0000000000101110 0000000000001100
11 0000000000101110 0000000000001100
00 0000000000101110 0000000000001101
01 0000000000101110 0000000000001101
10 0000000000101110 0000000000001101
11 0000000000101110 0000000000001101
00 0000000000101110 0000000000001110
01 0000000000101110 0000000000001110
10 0000000000101110 0000000000001110
11 0000000000101110 0000000000001110
00 0000000000101110 0000000000001111
01 0000000000101110 0000000000001111
10 0000000000101110 0000000000001111
11 0000000000101110 0000000000001111
00 0000000000101110 0000000000010000
01 0000000000101110 0000000000010000
10 0000000000101110 0000000000010000
11 0000000000101110 0000000000010000
00 0000000000101110 0000000000010001
01 0000000000101110 0000000000010001
10 0000000000101110 0000000000010001
11 0000000000101110 0000000000010001
00 0000000000101110 0000000000010010
01 0000000000101110 0000000000010010
10 0000000000101110 0000000000010010
11 0000000000101110 0000000000010010
00 0000000000101110 0000000000010011
01 0000000000101110 0000000000010011
10 0000000000101110 0000000000010011
11 0000000000101110 0000000000010011
00 0000000000101110 0000000000010100
01 0000000000101110 0000000000010100
10 0000000000101110 0000000000010100
11 0000000000101110 0000000000010100
00 0000000000101111 0000000000000000
01 0000000000101111 0000000000000000
10 0000000000101111 0000000000000000
11 0000000000101111 0000000000000000
00 0000000000101111 0000000000000001
01 0000000000101111 0000000000000001
10 0000000000101111 0000000000000001
11 0000000000101111 0000000000000001
00 0000000000101111 0000000000000010
01 0000000000101111 0000000000000010
10 0000000000101111 0000000000000010
11 0000000000101111 0000000000000010
00 0000000000101111 0000000000000011
01 0000000000101111 0000000000000011
10 0000000000101111 0000000000000011
11 0000000000101111 0000000000000011
00 0000000000101111 0000000000000100
01 0000000000101111 0000000000000100
10 0000000000101111 0000000000000100
11 0000000000101111 0000000000000100
00 0000000000101111 0000000000000101
01 0000000000101111 0000000000000101
10 0000000000101111 0000000000000101
11 0000000000101111 0000000000000101
00 0000000000101111 0000000000000110
01 0000000000101111 0000000000000110
10 0000000000101111 0000000000000110
11 0000000000101111 0000000000000110
00 0000000000101111 0000000000000111
01 0000000000101111 0000000000000111
10 0000000000101111 0000000000000111
11 0000000000101111 0000000000000111
00 0000000000101111 0000000000001000
01 0000000000101111 0000000000001000
10 0000000000101111 0000000000001000
11 0000000000101111 0000000000001000
00 0000000000101111 0000000000001001
01 0000000000101111 0000000000001001
10 0000000000101111 0000000000001001
11 0000000000101111 0000000000001001
00 0000000000101111 0000000000001010
01 0000000000101111 0000000000001010
10 0000000000101111 0000000000001010
11 0000000000101111 0000000000001010
00 0000000000101111 0000000000001011
01 0000000000101111 0000000000001011
10 0000000000101111 0000000000001011
11 0000000000101111 0000000000001011
00 0000000000101111 0000000000001100
01 0000000000101111 0000000000001100
10 0000000000101111 0000000000001100
11 0000000000101111 0000000000001100
00 0000000000101111 0000000000001101
01 0000000000101111 0000000000001101
10 0000000000101111 0000000000001101
11 0000000000101111 0000000000001101
00 0000000000101111 0000000000001110
01 0000000000101111 0000000000001110
10 0000000000101111 0000000000001110
11 0000000000101111 0000000000001110
00 0000000000101111 0000000000001111
01 0000000000101111 0000000000001111
10 0000000000101111 0000000000001111
11 0000000000101111 0000000000001111
00 0000000000101111 0000000000010000
01 0000000000101111 0000000000010000
10 0000000000101111 0000000000010000
11 0000000000101111 0000000000010000
00 0000000000101111 0000000000010001
01 0000000000101111 0000000000010001
10 0000000000101111 0000000000010001
11 0000000000101111 0000000000010001
00 0000000000101111 0000000000010010
01 0000000000101111 0000000000010010
10 0000000000101111 0000000000010010
11 0000000000101111 0000000000010010
00 0000000000101111 0000000000010011
01 0000000000101111 0000000000010011
10 0000000000101111 0000000000010011
11 0000000000101111 0000000000010011
00 0000000000101111 0000000000010100
01 0000000000101111 0000000000010100
10 0000000000101111 0000000000010100
11 0000000000101111 0000000000010100
00 0000000000110000 0000000000000000
01 0000000000110000 0000000000000000
10 0000000000110000 0000000000000000
11 0000000000110000 0000000000000000
00 0000000000110000 0000000000000001
01 0000000000110000 0000000000000001
10 0000000000110000 0000000000000001
11 0000000000110000 0000000000000001
00 0000000000110000 0000000000000010
01 0000000000110000 0000000000000010
10 0000000000110000 0000000000000010
11 0000000000110000 0000000000000010
00 0000000000110000 0000000000000011
01 0000000000110000 0000000000000011
10 0000000000110000 0000000000000011
11 0000000000110000 0000000000000011
00 0000000000110000 0000000000000100
01 0000000000110000 0000000000000100
10 0000000000110000 0000000000000100
11 0000000000110000 0000000000000100
00 0000000000110000 0000000000000101
01 0000000000110000 0000000000000101
10 0000000000110000 0000000000000101
11 0000000000110000 0000000000000101
00 0000000000110000 0000000000000110
01 0000000000110000 0000000000000110
10 0000000000110000 0000000000000110
11 0000000000110000 0000000000000110
00 0000000000110000 0000000000000111
01 0000000000110000 0000000000000111
10 0000000000110000 0000000000000111
11 0000000000110000 0000000000000111
00 0000000000110000 0000000000001000
01 0000000000110000 0000000000001000
10 0000000000110000 0000000000001000
11 0000000000110000 0000000000001000
00 0000000000110000 0000000000001001
01 0000000000110000 0000000000001001
10 0000000000110000 0000000000001001
11 0000000000110000 0000000000001001
00 0000000000110000 0000000000001010
01 0000000000110000 0000000000001010
10 0000000000110000 0000000000001010
11 0000000000110000 0000000000001010
00 0000000000110000 0000000000001011
01 0000000000110000 0000000000001011
10 0000000000110000 0000000000001011
11 0000000000110000 0000000000001011
00 0000000000110000 0000000000001100
01 0000000000110000 0000000000001100
10 0000000000110000 0000000000001100
11 0000000000110000 0000000000001100
00 0000000000110000 0000000000001101
01 0000000000110000 0000000000001101
10 0000000000110000 0000000000001101
11 0000000000110000 0000000000001101
00 0000000000110000 0000000000001110
01 0000000000110000 0000000000001110
10 0000000000110000 0000000000001110
11 0000000000110000 0000000000001110
00 0000000000110000 0000000000001111
01 0000000000110000 0000000000001111
10 0000000000110000 0000000000001111
11 0000000000110000 0000000000001111
00 0000000000110000 0000000000010000
01 0000000000110000 0000000000010000
10 0000000000110000 0000000000010000
11 0000000000110000 0000000000010000
00 0000000000110000 0000000000010001
01 0000000000110000 0000000000010001
10 0000000000110000 0000000000010001
11 0000000000110000 0000000000010001
00 0000000000110000 0000000000010010
01 0000000000110000 0000000000010010
10 0000000000110000 0000000000010010
11 0000000000110000 0000000000010010
00 0000000000110000 0000000000010011
01 0000000000110000 0000000000010011
10 0000000000110000 0000000000010011
11 0000000000110000 0000000000010011
00 0000000000110000 0000000000010100
01 0000000000110000 0000000000010100
10 0000000000110000 0000000000010100
11 0000000000110000 0000000000010100
00 0000000000110001 0000000000000000
01 0000000000110001 0000000000000000
10 0000000000110001 0000000000000000
11 0000000000110001 0000000000000000
00 0000000000110001 0000000000000001
01 0000000000110001 0000000000000001
10 0000000000110001 0000000000000001
11 0000000000110001 0000000000000001
00 0000000000110001 0000000000000010
01 0000000000110001 0000000000000010
10 0000000000110001 0000000000000010
11 0000000000110001 0000000000000010
00 0000000000110001 0000000000000011
01 0000000000110001 0000000000000011
10 0000000000110001 0000000000000011
11 0000000000110001 0000000000000011
00 0000000000110001 0000000000000100
01 0000000000110001 0000000000000100
10 0000000000110001 0000000000000100
11 0000000000110001 0000000000000100
00 0000000000110001 0000000000000101
01 0000000000110001 0000000000000101
10 0000000000110001 0000000000000101
11 0000000000110001 0000000000000101
00 0000000000110001 0000000000000110
01 0000000000110001 0000000000000110
10 0000000000110001 0000000000000110
11 0000000000110001 0000000000000110
00 0000000000110001 0000000000000111
01 0000000000110001 0000000000000111
10 0000000000110001 0000000000000111
11 0000000000110001 0000000000000111
00 0000000000110001 0000000000001000
01 0000000000110001 0000000000001000
10 0000000000110001 0000000000001000
11 0000000000110001 0000000000001000
00 0000000000110001 0000000000001001
01 0000000000110001 0000000000001001
10 0000000000110001 0000000000001001
11 0000000000110001 0000000000001001
00 0000000000110001 0000000000001010
01 0000000000110001 0000000000001010
10 0000000000110001 0000000000001010
11 0000000000110001 0000000000001010
00 0000000000110001 0000000000001011
01 0000000000110001 0000000000001011
10 0000000000110001 0000000000001011
11 0000000000110001 0000000000001011
00 0000000000110001 0000000000001100
01 0000000000110001 0000000000001100
10 0000000000110001 0000000000001100
11 0000000000110001 0000000000001100
00 0000000000110001 0000000000001101
01 0000000000110001 0000000000001101
10 0000000000110001 0000000000001101
11 0000000000110001 0000000000001101
00 0000000000110001 0000000000001110
01 0000000000110001 0000000000001110
10 0000000000110001 0000000000001110
11 0000000000110001 0000000000001110
00 0000000000110001 0000000000001111
01 0000000000110001 0000000000001111
10 0000000000110001 0000000000001111
11 0000000000110001 0000000000001111
00 0000000000110001 0000000000010000
01 0000000000110001 0000000000010000
10 0000000000110001 0000000000010000
11 0000000000110001 0000000000010000
00 0000000000110001 0000000000010001
01 0000000000110001 0000000000010001
10 0000000000110001 0000000000010001
11 0000000000110001 0000000000010001
00 0000000000110001 0000000000010010
01 0000000000110001 0000000000010010
10 0000000000110001 0000000000010010
11 0000000000110001 0000000000010010
00 0000000000110001 0000000000010011
01 0000000000110001 0000000000010011
10 0000000000110001 0000000000010011
11 0000000000110001 0000000000010011
00 0000000000110001 0000000000010100
01 0000000000110001 0000000000010100
10 0000000000110001 0000000000010100
11 0000000000110001 0000000000010100
00 0000000000110010 0000000000000000
01 0000000000110010 0000000000000000
10 0000000000110010 0000000000000000
11 0000000000110010 0000000000000000
00 0000000000110010 0000000000000001
01 0000000000110010 0000000000000001
10 0000000000110010 0000000000000001
11 0000000000110010 0000000000000001
00 0000000000110010 0000000000000010
01 0000000000110010 0000000000000010
10 0000000000110010 0000000000000010
11 0000000000110010 0000000000000010
00 0000000000110010 0000000000000011
01 0000000000110010 0000000000000011
10 0000000000110010 0000000000000011
11 0000000000110010 0000000000000011
00 0000000000110010 0000000000000100
01 0000000000110010 0000000000000100
10 0000000000110010 0000000000000100
11 0000000000110010 0000000000000100
00 0000000000110010 0000000000000101
01 0000000000110010 0000000000000101
10 0000000000110010 0000000000000101
11 0000000000110010 0000000000000101
00 0000000000110010 0000000000000110
01 0000000000110010 0000000000000110
10 0000000000110010 0000000000000110
11 0000000000110010 0000000000000110
00 0000000000110010 0000000000000111
01 0000000000110010 0000000000000111
10 0000000000110010 0000000000000111
11 0000000000110010 0000000000000111
00 0000000000110010 0000000000001000
01 0000000000110010 0000000000001000
10 0000000000110010 0000000000001000
11 0000000000110010 0000000000001000
00 0000000000110010 0000000000001001
01 0000000000110010 0000000000001001
10 0000000000110010 0000000000001001
11 0000000000110010 0000000000001001
00 0000000000110010 0000000000001010
01 0000000000110010 0000000000001010
10 0000000000110010 0000000000001010
11 0000000000110010 0000000000001010
00 0000000000110010 0000000000001011
01 0000000000110010 0000000000001011
10 0000000000110010 0000000000001011
11 0000000000110010 0000000000001011
00 0000000000110010 0000000000001100
01 0000000000110010 0000000000001100
10 0000000000110010 0000000000001100
11 0000000000110010 0000000000001100
00 0000000000110010 0000000000001101
01 0000000000110010 0000000000001101
10 0000000000110010 0000000000001101
11 0000000000110010 0000000000001101
00 0000000000110010 0000000000001110
01 0000000000110010 0000000000001110
10 0000000000110010 0000000000001110
11 0000000000110010 0000000000001110
00 0000000000110010 0000000000001111
01 0000000000110010 0000000000001111
10 0000000000110010 0000000000001111
11 0000000000110010 0000000000001111
00 0000000000110010 0000000000010000
01 0000000000110010 0000000000010000
10 0000000000110010 0000000000010000
11 0000000000110010 0000000000010000
00 0000000000110010 0000000000010001
01 0000000000110010 0000000000010001
10 0000000000110010 0000000000010001
11 0000000000110010 0000000000010001
00 0000000000110010 0000000000010010
01 0000000000110010 0000000000010010
10 0000000000110010 0000000000010010
11 0000000000110010 0000000000010010
00 0000000000110010 0000000000010011
01 0000000000110010 0000000000010011
10 0000000000110010 0000000000010011
11 0000000000110010 0000000000010011
00 0000000000110010 0000000000010100
01 0000000000110010 0000000000010100
10 0000000000110010 0000000000010100
11 0000000000110010 0000000000010100
00 0000000000110011 0000000000000000
01 0000000000110011 0000000000000000
10 0000000000110011 0000000000000000
11 0000000000110011 0000000000000000
00 0000000000110011 0000000000000001
01 0000000000110011 0000000000000001
10 0000000000110011 0000000000000001
11 0000000000110011 0000000000000001
00 0000000000110011 0000000000000010
01 0000000000110011 0000000000000010
10 0000000000110011 0000000000000010
11 0000000000110011 0000000000000010
00 0000000000110011 0000000000000011
01 0000000000110011 0000000000000011
10 0000000000110011 0000000000000011
11 0000000000110011 0000000000000011
00 0000000000110011 0000000000000100
01 0000000000110011 0000000000000100
10 0000000000110011 0000000000000100
11 0000000000110011 0000000000000100
00 0000000000110011 0000000000000101
01 0000000000110011 0000000000000101
10 0000000000110011 0000000000000101
11 0000000000110011 0000000000000101
00 0000000000110011 0000000000000110
01 0000000000110011 0000000000000110
10 0000000000110011 0000000000000110
11 0000000000110011 0000000000000110
00 0000000000110011 0000000000000111
01 0000000000110011 0000000000000111
10 0000000000110011 0000000000000111
11 0000000000110011 0000000000000111
00 0000000000110011 0000000000001000
01 0000000000110011 0000000000001000
10 0000000000110011 0000000000001000
11 0000000000110011 0000000000001000
00 0000000000110011 0000000000001001
01 0000000000110011 0000000000001001
10 0000000000110011 0000000000001001
11 0000000000110011 0000000000001001
00 0000000000110011 0000000000001010
01 0000000000110011 0000000000001010
10 0000000000110011 0000000000001010
11 0000000000110011 0000000000001010
00 0000000000110011 0000000000001011
01 0000000000110011 0000000000001011
10 0000000000110011 0000000000001011
11 0000000000110011 0000000000001011
00 0000000000110011 0000000000001100
01 0000000000110011 0000000000001100
10 0000000000110011 0000000000001100
11 0000000000110011 0000000000001100
00 0000000000110011 0000000000001101
01 0000000000110011 0000000000001101
10 0000000000110011 0000000000001101
11 0000000000110011 0000000000001101
00 0000000000110011 0000000000001110
01 0000000000110011 0000000000001110
10 0000000000110011 0000000000001110
11 0000000000110011 0000000000001110
00 0000000000110011 0000000000001111
01 0000000000110011 0000000000001111
10 0000000000110011 0000000000001111
11 0000000000110011 0000000000001111
00 0000000000110011 0000000000010000
01 0000000000110011 0000000000010000
10 0000000000110011 0000000000010000
11 0000000000110011 0000000000010000
00 0000000000110011 0000000000010001
01 0000000000110011 0000000000010001
10 0000000000110011 0000000000010001
11 0000000000110011 0000000000010001
00 0000000000110011 0000000000010010
01 0000000000110011 0000000000010010
10 0000000000110011 0000000000010010
11 0000000000110011 0000000000010010
00 0000000000110011 0000000000010011
01 0000000000110011 0000000000010011
10 0000000000110011 0000000000010011
11 0000000000110011 0000000000010011
00 0000000000110011 0000000000010100
01 0000000000110011 0000000000010100
10 0000000000110011 0000000000010100
11 0000000000110011 0000000000010100
00 0000000000110100 0000000000000000
01 0000000000110100 0000000000000000
10 0000000000110100 0000000000000000
11 0000000000110100 0000000000000000
00 0000000000110100 0000000000000001
01 0000000000110100 0000000000000001
10 0000000000110100 0000000000000001
11 0000000000110100 0000000000000001
00 0000000000110100 0000000000000010
01 0000000000110100 0000000000000010
10 0000000000110100 0000000000000010
11 0000000000110100 0000000000000010
00 0000000000110100 0000000000000011
01 0000000000110100 0000000000000011
10 0000000000110100 0000000000000011
11 0000000000110100 0000000000000011
00 0000000000110100 0000000000000100
01 0000000000110100 0000000000000100
10 0000000000110100 0000000000000100
11 0000000000110100 0000000000000100
00 0000000000110100 0000000000000101
01 0000000000110100 0000000000000101
10 0000000000110100 0000000000000101
11 0000000000110100 0000000000000101
00 0000000000110100 0000000000000110
01 0000000000110100 0000000000000110
10 0000000000110100 0000000000000110
11 0000000000110100 0000000000000110
00 0000000000110100 0000000000000111
01 0000000000110100 0000000000000111
10 0000000000110100 0000000000000111
11 0000000000110100 0000000000000111
00 0000000000110100 0000000000001000
01 0000000000110100 0000000000001000
10 0000000000110100 0000000000001000
11 0000000000110100 0000000000001000
00 0000000000110100 0000000000001001
01 0000000000110100 0000000000001001
10 0000000000110100 0000000000001001
11 0000000000110100 0000000000001001
00 0000000000110100 0000000000001010
01 0000000000110100 0000000000001010
10 0000000000110100 0000000000001010
11 0000000000110100 0000000000001010
00 0000000000110100 0000000000001011
01 0000000000110100 0000000000001011
10 0000000000110100 0000000000001011
11 0000000000110100 0000000000001011
00 0000000000110100 0000000000001100
01 0000000000110100 0000000000001100
10 0000000000110100 0000000000001100
11 0000000000110100 0000000000001100
00 0000000000110100 0000000000001101
01 0000000000110100 0000000000001101
10 0000000000110100 0000000000001101
11 0000000000110100 0000000000001101
00 0000000000110100 0000000000001110
01 0000000000110100 0000000000001110
10 0000000000110100 0000000000001110
11 0000000000110100 0000000000001110
00 0000000000110100 0000000000001111
01 0000000000110100 0000000000001111
10 0000000000110100 0000000000001111
11 0000000000110100 0000000000001111
00 0000000000110100 0000000000010000
01 0000000000110100 0000000000010000
10 0000000000110100 0000000000010000
11 0000000000110100 0000000000010000
00 0000000000110100 0000000000010001
01 0000000000110100 0000000000010001
10 0000000000110100 0000000000010001
11 0000000000110100 0000000000010001
00 0000000000110100 0000000000010010
01 0000000000110100 0000000000010010
10 0000000000110100 0000000000010010
11 0000000000110100 0000000000010010
00 0000000000110100 0000000000010011
01 0000000000110100 0000000000010011
10 0000000000110100 0000000000010011
11 0000000000110100 0000000000010011
00 0000000000110100 0000000000010100
01 0000000000110100 0000000000010100
10 0000000000110100 0000000000010100
11 0000000000110100 0000000000010100
00 0000000000110101 0000000000000000
01 0000000000110101 0000000000000000
10 0000000000110101 0000000000000000
11 0000000000110101 0000000000000000
00 0000000000110101 0000000000000001
01 0000000000110101 0000000000000001
10 0000000000110101 0000000000000001
11 0000000000110101 0000000000000001
00 0000000000110101 0000000000000010
01 0000000000110101 0000000000000010
10 0000000000110101 0000000000000010
11 0000000000110101 0000000000000010
00 0000000000110101 0000000000000011
01 0000000000110101 0000000000000011
10 0000000000110101 0000000000000011
11 0000000000110101 0000000000000011
00 0000000000110101 0000000000000100
01 0000000000110101 0000000000000100
10 0000000000110101 0000000000000100
11 0000000000110101 0000000000000100
00 0000000000110101 0000000000000101
01 0000000000110101 0000000000000101
10 0000000000110101 0000000000000101
11 0000000000110101 0000000000000101
00 0000000000110101 0000000000000110
01 0000000000110101 0000000000000110
10 0000000000110101 0000000000000110
11 0000000000110101 0000000000000110
00 0000000000110101 0000000000000111
01 0000000000110101 0000000000000111
10 0000000000110101 0000000000000111
11 0000000000110101 0000000000000111
00 0000000000110101 0000000000001000
01 0000000000110101 0000000000001000
10 0000000000110101 0000000000001000
11 0000000000110101 0000000000001000
00 0000000000110101 0000000000001001
01 0000000000110101 0000000000001001
10 0000000000110101 0000000000001001
11 0000000000110101 0000000000001001
00 0000000000110101 0000000000001010
01 0000000000110101 0000000000001010
10 0000000000110101 0000000000001010
11 0000000000110101 0000000000001010
00 0000000000110101 0000000000001011
01 0000000000110101 0000000000001011
10 0000000000110101 0000000000001011
11 0000000000110101 0000000000001011
00 0000000000110101 0000000000001100
01 0000000000110101 0000000000001100
10 0000000000110101 0000000000001100
11 0000000000110101 0000000000001100
00 0000000000110101 0000000000001101
01 0000000000110101 0000000000001101
10 0000000000110101 0000000000001101
11 0000000000110101 0000000000001101
00 0000000000110101 0000000000001110
01 0000000000110101 0000000000001110
10 0000000000110101 0000000000001110
11 0000000000110101 0000000000001110
00 0000000000110101 0000000000001111
01 0000000000110101 0000000000001111
10 0000000000110101 0000000000001111
11 0000000000110101 0000000000001111
00 0000000000110101 0000000000010000
01 0000000000110101 0000000000010000
10 0000000000110101 0000000000010000
11 0000000000110101 0000000000010000
00 0000000000110101 0000000000010001
01 0000000000110101 0000000000010001
10 0000000000110101 0000000000010001
11 0000000000110101 0000000000010001
00 0000000000110101 0000000000010010
01 0000000000110101 0000000000010010
10 0000000000110101 0000000000010010
11 0000000000110101 0000000000010010
00 0000000000110101 0000000000010011
01 0000000000110101 0000000000010011
10 0000000000110101 0000000000010011
11 0000000000110101 0000000000010011
00 0000000000110101 0000000000010100
01 0000000000110101 0000000000010100
10 0000000000110101 0000000000010100
11 0000000000110101 0000000000010100
00 0000000000110110 0000000000000000
01 0000000000110110 0000000000000000
10 0000000000110110 0000000000000000
11 0000000000110110 0000000000000000
00 0000000000110110 0000000000000001
01 0000000000110110 0000000000000001
10 0000000000110110 0000000000000001
11 0000000000110110 0000000000000001
00 0000000000110110 0000000000000010
01 0000000000110110 0000000000000010
10 0000000000110110 0000000000000010
11 0000000000110110 0000000000000010
00 0000000000110110 0000000000000011
01 0000000000110110 0000000000000011
10 0000000000110110 0000000000000011
11 0000000000110110 0000000000000011
00 0000000000110110 0000000000000100
01 0000000000110110 0000000000000100
10 0000000000110110 0000000000000100
11 0000000000110110 0000000000000100
00 0000000000110110 0000000000000101
01 0000000000110110 0000000000000101
10 0000000000110110 0000000000000101
11 0000000000110110 0000000000000101
00 0000000000110110 0000000000000110
01 0000000000110110 0000000000000110
10 0000000000110110 0000000000000110
11 0000000000110110 0000000000000110
00 0000000000110110 0000000000000111
01 0000000000110110 0000000000000111
10 0000000000110110 0000000000000111
11 0000000000110110 0000000000000111
00 0000000000110110 0000000000001000
01 0000000000110110 0000000000001000
10 0000000000110110 0000000000001000
11 0000000000110110 0000000000001000
00 0000000000110110 0000000000001001
01 0000000000110110 0000000000001001
10 0000000000110110 0000000000001001
11 0000000000110110 0000000000001001
00 0000000000110110 0000000000001010
01 0000000000110110 0000000000001010
10 0000000000110110 0000000000001010
11 0000000000110110 0000000000001010
00 0000000000110110 0000000000001011
01 0000000000110110 0000000000001011
10 0000000000110110 0000000000001011
11 0000000000110110 0000000000001011
00 0000000000110110 0000000000001100
01 0000000000110110 0000000000001100
10 0000000000110110 0000000000001100
11 0000000000110110 0000000000001100
00 0000000000110110 0000000000001101
01 0000000000110110 0000000000001101
10 0000000000110110 0000000000001101
11 0000000000110110 0000000000001101
00 0000000000110110 0000000000001110
01 0000000000110110 0000000000001110
10 0000000000110110 0000000000001110
11 0000000000110110 0000000000001110
00 0000000000110110 0000000000001111
01 0000000000110110 0000000000001111
10 0000000000110110 0000000000001111
11 0000000000110110 0000000000001111
00 0000000000110110 0000000000010000
01 0000000000110110 0000000000010000
10 0000000000110110 0000000000010000
11 0000000000110110 0000000000010000
00 0000000000110110 0000000000010001
01 0000000000110110 0000000000010001
10 0000000000110110 0000000000010001
11 0000000000110110 0000000000010001
00 0000000000110110 0000000000010010
01 0000000000110110 0000000000010010
10 0000000000110110 0000000000010010
11 0000000000110110 0000000000010010
00 0000000000110110 0000000000010011
01 0000000000110110 0000000000010011
10 0000000000110110 0000000000010011
11 0000000000110110 0000000000010011
00 0000000000110110 0000000000010100
01 0000000000110110 0000000000010100
10 0000000000110110 0000000000010100
11 0000000000110110 0000000000010100
00 0000000000110111 0000000000000000
01 0000000000110111 0000000000000000
10 0000000000110111 0000000000000000
11 0000000000110111 0000000000000000
00 0000000000110111 0000000000000001
01 0000000000110111 0000000000000001
10 0000000000110111 0000000000000001
11 0000000000110111 0000000000000001
00 0000000000110111 0000000000000010
01 0000000000110111 0000000000000010
10 0000000000110111 0000000000000010
11 0000000000110111 0000000000000010
00 0000000000110111 0000000000000011
01 0000000000110111 0000000000000011
10 0000000000110111 0000000000000011
11 0000000000110111 0000000000000011
00 0000000000110111 0000000000000100
01 0000000000110111 0000000000000100
10 0000000000110111 0000000000000100
11 0000000000110111 0000000000000100
00 0000000000110111 0000000000000101
01 0000000000110111 0000000000000101
10 0000000000110111 0000000000000101
11 0000000000110111 0000000000000101
00 0000000000110111 0000000000000110
01 0000000000110111 0000000000000110
10 0000000000110111 0000000000000110
11 0000000000110111 0000000000000110
00 0000000000110111 0000000000000111
01 0000000000110111 0000000000000111
10 0000000000110111 0000000000000111
11 0000000000110111 0000000000000111
00 0000000000110111 0000000000001000
01 0000000000110111 0000000000001000
10 0000000000110111 0000000000001000
11 0000000000110111 0000000000001000
00 0000000000110111 0000000000001001
01 0000000000110111 0000000000001001
10 0000000000110111 0000000000001001
11 0000000000110111 0000000000001001
00 0000000000110111 0000000000001010
01 0000000000110111 0000000000001010
10 0000000000110111 0000000000001010
11 0000000000110111 0000000000001010
00 0000000000110111 0000000000001011
01 0000000000110111 0000000000001011
10 0000000000110111 0000000000001011
11 0000000000110111 0000000000001011
00 0000000000110111 0000000000001100
01 0000000000110111 0000000000001100
10 0000000000110111 0000000000001100
11 0000000000110111 0000000000001100
00 0000000000110111 0000000000001101
01 0000000000110111 0000000000001101
10 0000000000110111 0000000000001101
11 0000000000110111 0000000000001101
00 0000000000110111 0000000000001110
01 0000000000110111 0000000000001110
10 0000000000110111 0000000000001110
11 0000000000110111 0000000000001110
00 0000000000110111 0000000000001111
01 0000000000110111 0000000000001111
10 0000000000110111 0000000000001111
11 0000000000110111 0000000000001111
00 0000000000110111 0000000000010000
01 0000000000110111 0000000000010000
10 0000000000110111 0000000000010000
11 0000000000110111 0000000000010000
00 0000000000110111 0000000000010001
01 0000000000110111 0000000000010001
10 0000000000110111 0000000000010001
11 0000000000110111 0000000000010001
00 0000000000110111 0000000000010010
01 0000000000110111 0000000000010010
10 0000000000110111 0000000000010010
11 0000000000110111 0000000000010010
00 0000000000110111 0000000000010011
01 0000000000110111 0000000000010011
10 0000000000110111 0000000000010011
11 0000000000110111 0000000000010011
00 0000000000110111 0000000000010100
01 0000000000110111 0000000000010100
10 0000000000110111 0000000000010100
11 0000000000110111 0000000000010100
.
